assigned_node,assigned_node_bucket,assignment_lane_id,boundary_closed_profiles,equivalent_nodes,eta_source_required,family,hardware_group,legacy_limits_bypassed,logical_node,logical_node_bucket,measured_profiles,missing_profiles,node,node_bucket,notes,priority,profile_ladder,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,stable_gate,status,tier,workload_env,workload_key
jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,gpu_jtl110_spillover,,,tqdm/progress,cnn,gpu_3080ti_12gb_dual,true,jtl110gpu,jtl110gpu:gpu_3080ti_12gb_dual,"1,2,3,4","5,6,8",jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,Pure GPU CNN training surrogate with native progress. Escalate until stable row or capacity boundary. Assigned by full_factorial_parallel_probe_plan from logical node jtl110gpu to physical node jtl110gpu2.,required,"1,2,3,4,5,6,8",q01_low_cpu_high_gpu,same_workload_to_capacity_boundary,gpu,full_loaded,gpu_3080ti_12gb_dual|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|full_loaded|same_workload_to_capacity_boundary,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,partial_pending_probe,T0_core_curve,cnn,gpu_cnn_torch_resnet50
