assigned_node,assigned_node_bucket,assignment_lane_id,boundary_closed_profiles,eligible_nodes,hardware_group,logical_node,logical_node_bucket,measured_profiles,missing_profiles,node,node_bucket,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,status,tier,workload_env,workload_key
node007-direct,node007-direct:gpu_node007_4x12gb,gpu_node007_direct,,node007-direct,gpu_node007_4x11gb,node007-direct,node007-direct:gpu_node007_4x12gb,,"2,3,4",node007-direct,node007-direct:gpu_node007_4x12gb,q11_high_cpu_high_gpu,same_workload_half_capacity,gpu,half_loaded,gpu_node007_4x11gb|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|half_loaded|same_workload_half_capacity,bapr_ant_real.cmd.tpl,pending_probe,T0_core_curve,bapr_ant,hybrid_rl_bapr_ant
