assigned_node,assigned_node_bucket,assignment_lane_id,boundary_closed_profiles,eligible_nodes,hardware_group,logical_node,logical_node_bucket,measured_profiles,missing_profiles,node,node_bucket,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,status,tier,workload_env,workload_key
jtl110cpu2,jtl110cpu2:cpu_jtl110_128c,cpu_jtl110_spillover,,jtl110cpu;jtl110cpu2;node007-direct,cpu_jtl110_128c,jtl110cpu,jtl110cpu:cpu_jtl110_128c,,"1,2,4,8,16,32,64,96,128,180,192",jtl110cpu2,jtl110cpu2:cpu_jtl110_128c,q10_high_cpu_low_gpu,same_workload_to_capacity_boundary,cpu,full_loaded,cpu_jtl110_128c|q10_high_cpu_low_gpu|freqduet_cpu_ablation_c17_32|freqduet|full_loaded|same_workload_to_capacity_boundary,freqduet_or_checkpointable_surrogate,pending_probe,T0_core_curve,freqduet,freqduet_cpu_ablation_c17_32
