assigned_node,assigned_node_bucket,assignment_lane_id,boundary_closed_profiles,eligible_nodes,hardware_group,logical_node,logical_node_bucket,measured_profiles,missing_profiles,node,node_bucket,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,status,tier,workload_env,workload_key
jtl110cpu,jtl110cpu:cpu_jtl110_128c,cpu_jtl110_representative,,jtl110cpu;jtl110cpu2;node007-direct,cpu_jtl110_128c,jtl110cpu,jtl110cpu:cpu_jtl110_128c,,1,jtl110cpu,jtl110cpu:cpu_jtl110_128c,q00_low_cpu_low_gpu,cpu_worker_resident,cpu,cpu_resident,cpu_jtl110_128c|q00_low_cpu_low_gpu|light_control_local|light|cpu_resident|cpu_worker_resident,light_progress_control,pending_probe,T2_load_state,light,light_control_local
