taskset,arrival_mode,policy,policy_family,baseline_name,representative_systems,makespan_s,mean_flow_s,p90_flow_s,completed_jobs,candidate_vs_policy_makespan,candidate_vs_policy_mean_flow,profiles
q00_light_control,static,scheduleurm_sota_union_makespan,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",8517.36699648758,4256.933057401006,7664.059577498696,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,static,scheduleurm_sota_union_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",8517.36699648758,4256.933057401006,7664.059577498696,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,legacy_fixed_caps,legacy,Scheduleurm legacy,[],100850.96856993494,47067.377515230044,83920.58657580888,512,11.81863685077841,110.93801820915596,"{""light_control_local"": 1}"
q00_light_control,poisson,scheduleurm_sota_union_online_pareto_slack,candidate,Scheduleurm theorem-facing online candidate,[],8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,sota_gavel_pollux_sia_table_goodput,sota_style,throughput_table_goodput,"[""Gavel"", ""Pollux"", ""Sia"", ""Optimus"", ""AlloX""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,sota_srpt_gittins_mean_flow_oracle,sota_style,delay_oracle,"[""SRPT"", ""Gittins"", ""SERPT""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,sota_iadeep_salus_interference_guard,sota_style,interference_guard,"[""IADeep"", ""Salus""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,sota_quadrant_composite,sota_style,quadrant_composite,"[""Gavel/Pollux/Sia"", ""IADeep/Salus"", ""SRPT/Gittins"", ""Tiresias-style LAS"", ""AlloX/Optimus resource adaptation""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,sota_gavel_finish_time_fairness,sota_style,finish_time_fairness,"[""Gavel"", ""Themis"", ""Shockwave"", ""Tiresias-style LAS""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,sota_sia_pollux_resource_adaptive,sota_style,resource_adaptive_goodput,"[""Sia"", ""Pollux"", ""Optimus"", ""AlloX""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,sota_salus_iadeep_packing_guard,sota_style,packing_guard,"[""Salus"", ""IADeep"", ""Gandiva"", ""AlloX""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,scheduleurm_sota_union_guarded_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,scheduleurm_sota_union_adaptive_scalarized,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,scheduleurm_sota_union_pareto_slack,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,scheduleurm_sota_union_makespan,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q00_light_control,poisson,scheduleurm_sota_union_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",8533.214942067756,424.2673366175697,570.357018897832,512,1.0,1.0,"{""light_control_local"": 13}"
q01_gpu_bound_compute,static,legacy_fixed_caps,legacy,Scheduleurm legacy,[],1824.495833761069,1008.8723555743818,1751.1319986272483,48,1.4698845120731505,1.5598311365363662,"{""gpu_heavy_jax_matmul"": 3}"
q01_gpu_bound_compute,static,scheduleurm_sota_union_online_pareto_slack,candidate,Scheduleurm theorem-facing online candidate,[],1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,sota_gavel_pollux_sia_table_goodput,sota_style,throughput_table_goodput,"[""Gavel"", ""Pollux"", ""Sia"", ""Optimus"", ""AlloX""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,sota_srpt_gittins_mean_flow_oracle,sota_style,delay_oracle,"[""SRPT"", ""Gittins"", ""SERPT""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,sota_iadeep_salus_interference_guard,sota_style,interference_guard,"[""IADeep"", ""Salus""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,sota_quadrant_composite,sota_style,quadrant_composite,"[""Gavel/Pollux/Sia"", ""IADeep/Salus"", ""SRPT/Gittins"", ""Tiresias-style LAS"", ""AlloX/Optimus resource adaptation""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,sota_gavel_finish_time_fairness,sota_style,finish_time_fairness,"[""Gavel"", ""Themis"", ""Shockwave"", ""Tiresias-style LAS""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,sota_sia_pollux_resource_adaptive,sota_style,resource_adaptive_goodput,"[""Sia"", ""Pollux"", ""Optimus"", ""AlloX""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,sota_salus_iadeep_packing_guard,sota_style,packing_guard,"[""Salus"", ""IADeep"", ""Gandiva"", ""AlloX""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,scheduleurm_sota_union_guarded_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,scheduleurm_sota_union_adaptive_scalarized,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,scheduleurm_sota_union_pareto_slack,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,scheduleurm_sota_union_makespan,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,static,scheduleurm_sota_union_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",1241.2511450901463,646.7830600013547,1125.932500876025,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,legacy_fixed_caps,legacy,Scheduleurm legacy,[],2749.616581407206,238.55065428069022,283.54772289551613,48,1.099026201099373,3.711045819559113,"{""gpu_heavy_jax_matmul"": 3}"
q01_gpu_bound_compute,poisson,scheduleurm_sota_union_online_pareto_slack,candidate,Scheduleurm theorem-facing online candidate,[],2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,sota_gavel_pollux_sia_table_goodput,sota_style,throughput_table_goodput,"[""Gavel"", ""Pollux"", ""Sia"", ""Optimus"", ""AlloX""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,sota_srpt_gittins_mean_flow_oracle,sota_style,delay_oracle,"[""SRPT"", ""Gittins"", ""SERPT""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,sota_iadeep_salus_interference_guard,sota_style,interference_guard,"[""IADeep"", ""Salus""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,sota_quadrant_composite,sota_style,quadrant_composite,"[""Gavel/Pollux/Sia"", ""IADeep/Salus"", ""SRPT/Gittins"", ""Tiresias-style LAS"", ""AlloX/Optimus resource adaptation""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,sota_gavel_finish_time_fairness,sota_style,finish_time_fairness,"[""Gavel"", ""Themis"", ""Shockwave"", ""Tiresias-style LAS""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,sota_sia_pollux_resource_adaptive,sota_style,resource_adaptive_goodput,"[""Sia"", ""Pollux"", ""Optimus"", ""AlloX""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,sota_salus_iadeep_packing_guard,sota_style,packing_guard,"[""Salus"", ""IADeep"", ""Gandiva"", ""AlloX""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,scheduleurm_sota_union_guarded_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,scheduleurm_sota_union_adaptive_scalarized,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,scheduleurm_sota_union_pareto_slack,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,scheduleurm_sota_union_makespan,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_compute,poisson,scheduleurm_sota_union_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",2501.866269117808,64.28124735712129,96.43375486766445,48,1.0,1.0,"{""gpu_heavy_jax_matmul"": 1}"
q01_gpu_bound_cnn_resnet50,static,legacy_fixed_caps,legacy,Scheduleurm legacy,[],59.85100686429461,31.35676014760901,54.272738479440925,64,1.241148444092465,1.1720080327405242,"{""gpu_cnn_torch_resnet50"": 3}"
q01_gpu_bound_cnn_resnet50,static,scheduleurm_sota_union_online_pareto_slack,candidate,Scheduleurm theorem-facing online candidate,[],48.222279252066436,26.75473142815158,46.09601068355612,64,1.0,1.0,"{""gpu_cnn_torch_resnet50"": 5}"
q01_gpu_bound_cnn_resnet50,static,sota_gavel_pollux_sia_table_goodput,sota_style,throughput_table_goodput,"[""Gavel"", ""Pollux"", ""Sia"", ""Optimus"", ""AlloX""]",53.803601048998814,27.744013858146854,45.038119869788574,64,1.1157415593683953,1.0369759805906458,"{""gpu_cnn_torch_resnet50"": 7}"
q01_gpu_bound_cnn_resnet50,static,sota_srpt_gittins_mean_flow_oracle,sota_style,delay_oracle,"[""SRPT"", ""Gittins"", ""SERPT""]",51.546273361099466,27.081215901506756,44.866288675261245,64,1.068930671892507,1.0122028686489317,"{""gpu_cnn_torch_resnet50"": 5}"
q01_gpu_bound_cnn_resnet50,static,sota_iadeep_salus_interference_guard,sota_style,interference_guard,"[""IADeep"", ""Salus""]",48.808162318714665,27.54459790217159,46.171708612380364,64,1.0121496344788208,1.0295224968391536,"{""gpu_cnn_torch_resnet50"": 5}"
q01_gpu_bound_cnn_resnet50,static,sota_quadrant_composite,sota_style,quadrant_composite,"[""Gavel/Pollux/Sia"", ""IADeep/Salus"", ""SRPT/Gittins"", ""Tiresias-style LAS"", ""AlloX/Optimus resource adaptation""]",53.803601048998814,27.744013858146854,45.038119869788574,64,1.1157415593683953,1.0369759805906458,"{""gpu_cnn_torch_resnet50"": 7}"
q01_gpu_bound_cnn_resnet50,static,sota_gavel_finish_time_fairness,sota_style,finish_time_fairness,"[""Gavel"", ""Themis"", ""Shockwave"", ""Tiresias-style LAS""]",47.67779545602772,27.53622858611504,44.467882989006,64,0.9887088747258792,1.0292096805405104,"{""gpu_cnn_torch_resnet50"": 7}"
q01_gpu_bound_cnn_resnet50,static,sota_sia_pollux_resource_adaptive,sota_style,resource_adaptive_goodput,"[""Sia"", ""Pollux"", ""Optimus"", ""AlloX""]",48.53423163281691,27.044269485924744,44.83387780938898,64,1.0064690509363907,1.0108219384878037,"{""gpu_cnn_torch_resnet50"": 5}"
q01_gpu_bound_cnn_resnet50,static,sota_salus_iadeep_packing_guard,sota_style,packing_guard,"[""Salus"", ""IADeep"", ""Gandiva"", ""AlloX""]",47.67779545602772,27.53622858611504,44.467882989006,64,0.9887088747258792,1.0292096805405104,"{""gpu_cnn_torch_resnet50"": 7}"
q01_gpu_bound_cnn_resnet50,static,scheduleurm_sota_union_guarded_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",47.67779545602772,27.53622858611504,44.467882989006,64,0.9887088747258792,1.0292096805405104,"{""gpu_cnn_torch_resnet50"": 7}"
q01_gpu_bound_cnn_resnet50,static,scheduleurm_sota_union_adaptive_scalarized,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",47.67779545602772,27.53622858611504,44.467882989006,64,0.9887088747258792,1.0292096805405104,"{""gpu_cnn_torch_resnet50"": 7}"
q01_gpu_bound_cnn_resnet50,static,scheduleurm_sota_union_pareto_slack,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",47.67779545602772,27.53622858611504,44.467882989006,64,0.9887088747258792,1.0292096805405104,"{""gpu_cnn_torch_resnet50"": 7}"
q01_gpu_bound_cnn_resnet50,static,scheduleurm_sota_union_makespan,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",47.67779545602772,27.53622858611504,44.467882989006,64,0.9887088747258792,1.0292096805405104,"{""gpu_cnn_torch_resnet50"": 7}"
q01_gpu_bound_cnn_resnet50,static,scheduleurm_sota_union_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",51.546273361099466,27.081215901506756,44.866288675261245,64,1.068930671892507,1.0122028686489317,"{""gpu_cnn_torch_resnet50"": 5}"
q01_gpu_bound_cnn_resnet50,poisson,legacy_fixed_caps,legacy,Scheduleurm legacy,[],3329.5511565671477,5.299844993365313,5.596206016987402,64,1.0008735644154856,2.119921116278698,"{""gpu_cnn_torch_resnet50"": 3}"
q01_gpu_bound_cnn_resnet50,poisson,scheduleurm_sota_union_online_pareto_slack,candidate,Scheduleurm theorem-facing online candidate,[],3326.6451177693157,2.500019907659886,2.639818045121878,64,1.0,1.0,"{""gpu_cnn_torch_resnet50"": 1}"
q01_gpu_bound_cnn_resnet50,poisson,sota_gavel_pollux_sia_table_goodput,sota_style,throughput_table_goodput,"[""Gavel"", ""Pollux"", ""Sia"", ""Optimus"", ""AlloX""]",3334.255877826506,9.832611938194182,10.382439894017416,64,1.0022878184440347,3.9330134564399857,"{""gpu_cnn_torch_resnet50"": 7}"
q01_gpu_bound_cnn_resnet50,poisson,sota_srpt_gittins_mean_flow_oracle,sota_style,delay_oracle,"[""SRPT"", ""Gittins"", ""SERPT""]",3331.581076601638,7.255572851775855,7.661295849336874,64,1.0014837647712878,2.9022060302581143,"{""gpu_cnn_torch_resnet50"": 5}"
q01_gpu_bound_cnn_resnet50,poisson,sota_iadeep_salus_interference_guard,sota_style,interference_guard,"[""IADeep"", ""Salus""]",3326.6451177693157,2.500019907659886,2.639818045121878,64,1.0,1.0,"{""gpu_cnn_torch_resnet50"": 1}"
q01_gpu_bound_cnn_resnet50,poisson,sota_quadrant_composite,sota_style,quadrant_composite,"[""Gavel/Pollux/Sia"", ""IADeep/Salus"", ""SRPT/Gittins"", ""Tiresias-style LAS"", ""AlloX/Optimus resource adaptation""]",3334.255877826506,9.832611938194182,10.382439894017416,64,1.0022878184440347,3.9330134564399857,"{""gpu_cnn_torch_resnet50"": 7}"
q01_gpu_bound_cnn_resnet50,poisson,sota_gavel_finish_time_fairness,sota_style,finish_time_fairness,"[""Gavel"", ""Themis"", ""Shockwave"", ""Tiresias-style LAS""]",3326.6451177693157,2.500019907659886,2.639818045121878,64,1.0,1.0,"{""gpu_cnn_torch_resnet50"": 1}"
q01_gpu_bound_cnn_resnet50,poisson,sota_sia_pollux_resource_adaptive,sota_style,resource_adaptive_goodput,"[""Sia"", ""Pollux"", ""Optimus"", ""AlloX""]",3326.6451177693157,2.500019907659886,2.639818045121878,64,1.0,1.0,"{""gpu_cnn_torch_resnet50"": 1}"
q01_gpu_bound_cnn_resnet50,poisson,sota_salus_iadeep_packing_guard,sota_style,packing_guard,"[""Salus"", ""IADeep"", ""Gandiva"", ""AlloX""]",3326.6451177693157,2.500019907659886,2.639818045121878,64,1.0,1.0,"{""gpu_cnn_torch_resnet50"": 1}"
q01_gpu_bound_cnn_resnet50,poisson,scheduleurm_sota_union_guarded_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",3326.6451177693157,2.500019907659886,2.639818045121878,64,1.0,1.0,"{""gpu_cnn_torch_resnet50"": 1}"
q01_gpu_bound_cnn_resnet50,poisson,scheduleurm_sota_union_adaptive_scalarized,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",3326.6451177693157,2.500019907659886,2.639818045121878,64,1.0,1.0,"{""gpu_cnn_torch_resnet50"": 1}"
q01_gpu_bound_cnn_resnet50,poisson,scheduleurm_sota_union_pareto_slack,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",3326.6451177693157,2.500019907659886,2.639818045121878,64,1.0,1.0,"{""gpu_cnn_torch_resnet50"": 1}"
q01_gpu_bound_cnn_resnet50,poisson,scheduleurm_sota_union_makespan,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",3326.6451177693157,2.500019907659886,2.639818045121878,64,1.0,1.0,"{""gpu_cnn_torch_resnet50"": 1}"
q01_gpu_bound_cnn_resnet50,poisson,scheduleurm_sota_union_mean_flow,candidate_union,Scheduleurm + SOTA candidate action union,"[""Gavel"", ""Pollux"", ""Sia"", ""IADeep"", ""Salus"", ""SRPT"", ""Gittins""]",3331.581076601638,7.255572851775855,7.661295849336874,64,1.0014837647712878,2.9022060302581143,"{""gpu_cnn_torch_resnet50"": 5}"
q01_gpu_bound_llm_inference,static,legacy_fixed_caps,legacy,Scheduleurm legacy,[],9.789491024979778,4.988116552486704,8.744002086953005,160,2.7227311758093298,2.621974659115302,"{""gpu_llm_distilgpt2"": 3}"
q01_gpu_bound_llm_inference,static,scheduleurm_sota_union_online_pareto_slack,candidate,Scheduleurm theorem-facing online candidate,[],3.595467342481896,1.9024274453399095,3.2766477537684793,160,1.0,1.0,"{""gpu_llm_distilgpt2"": 8}"
q01_gpu_bound_llm_inference,static,sota_gavel_pollux_sia_table_goodput,sota_style,throughput_table_goodput,"[""Gavel"", ""Pollux"", ""Sia"", ""Optimus"", ""AlloX""]",3.6157347315417563,1.9032032808571506,3.251156285845909,160,1.005636927589466,1.000407813459137,"{""gpu_llm_distilgpt2"": 8}"
q01_gpu_bound_llm_inference,static,sota_srpt_gittins_mean_flow_oracle,sota_style,delay_oracle,"[""SRPT"", ""Gittins"", ""SERPT""]",3.6157347315417563,1.9032032808571506,3.251156285845909,160,1.005636927589466,1.000407813459137,"{""gpu_llm_distilgpt2"": 8}"
q01_gpu_bound_llm_inference,static,sota_iadeep_salus_interference_guard,sota_style,interference_guard,"[""IADeep"", ""Salus""]",3.6004380924484933,1.9026947746767173,3.251156285845909,160,1.0013825045517355,1.0001405201220486,"{""gpu_llm_distilgpt2"": 8}"
q01_gpu_bound_llm_inference,static,sota_quadrant_composite,sota_style,quadrant_composite,"[""Gavel/Pollux/Sia"", ""IADeep/Salus"", ""SRPT/Gittins"", ""Tiresias-style LAS"", ""AlloX/Optimus resource adaptation""]",3.6157347315417563,1.9032032808571506,3.251156285845909,160,1.005636927589466,1.000407813459137,"{""gpu_llm_distilgpt2"": 8}"
q01_gpu_bound_llm_inference,static,sota_gavel_finish_time_fairness,sota_style,finish_time_fairness,"[""Gavel"", ""Themis"", ""Shockwave"", ""Tiresias-style LAS""]",3.6004380924484933,1.9026947746767173,3.251156285845909,160,1.0013825045517355,1.0001405201220486,"{""gpu_llm_distilgpt2"": 8}"
q01_gpu_bound_llm_inference,static,sota_sia_pollux_resource_adaptive,sota_style,resource_adaptive_goodput,"[""Sia"", ""Pollux"", ""Optimus"", ""AlloX""]",3.6004380924484933,1.9026947746767173,3.251156285845909,160,1.0013825045517355,1.0001405201220486,"{""gpu_llm_distilgpt2"": 8}"
