assigned_node,assigned_node_bucket,assignment_lane_id,boundary_closed_profiles,equivalent_nodes,eta_source_required,family,hardware_group,legacy_limits_bypassed,logical_node,logical_node_bucket,measured_profiles,missing_profiles,node,node_bucket,notes,priority,profile_ladder,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,stable_gate,status,tier,workload_env,workload_key
jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,gpu_jtl110_spillover,,,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual,true,jtl110gpu,jtl110gpu:gpu_3080ti_12gb_dual,"1,2,3,5,6",4,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,BAPR-style hybrid RL row if environment remains staged. Escalate until stable row or capacity boundary. Assigned by full_factorial_parallel_probe_plan from logical node jtl110gpu to physical node jtl110gpu2.,required,"1,2,3,4,5,6",q11_high_cpu_high_gpu,same_workload_to_capacity_boundary,gpu,full_loaded,gpu_3080ti_12gb_dual|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|full_loaded|same_workload_to_capacity_boundary,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,partial_pending_probe,T0_core_curve,bapr_ant,hybrid_rl_bapr_ant
