assigned_node,assigned_node_bucket,assignment_lane_id,boundary_closed_profiles,equivalent_nodes,eta_source_required,family,hardware_group,legacy_limits_bypassed,logical_node,logical_node_bucket,measured_profiles,missing_profiles,node,node_bucket,notes,priority,profile_ladder,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,stable_gate,status,tier,workload_env,workload_key
node007-direct,node007-direct:gpu_node007_4x12gb,gpu_node007_direct,,,tqdm/progress,hybrid_rl,gpu_node007_4x11gb,true,node007-direct,node007-direct:gpu_node007_4x12gb,,"2,3,4",node007-direct,node007-direct:gpu_node007_4x12gb,RE-SAC Walker2d train/eval cycle-average ETA. Same workload resident load below saturation. Assigned by full_factorial_parallel_probe_plan from logical node node007-direct to physical node node007-direct.,required,"2,3,4",q11_high_cpu_high_gpu,same_workload_half_capacity,gpu,half_loaded,gpu_node007_4x11gb|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|half_loaded|same_workload_half_capacity,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T0_core_curve,walker2d,hybrid_rl_resac_walker2d
