assigned_node,assigned_node_bucket,assignment_lane_id,boundary_closed_profiles,equivalent_nodes,eta_source_required,family,hardware_group,legacy_limits_bypassed,logical_node,logical_node_bucket,measured_profiles,missing_profiles,node,node_bucket,notes,priority,profile_ladder,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,stable_gate,status,tier,workload_env,workload_key
node005,node005:cpu_hpc_192c,cpu_hpc_192c_spillover_node005,,,tqdm/progress,light_control,cpu_hpc_192c,true,node001,node001:cpu_hpc_192c,,"1,2,4,8,13,14",node005,node005:cpu_hpc_192c,Low-resource control row for scheduler overhead and short-task fragmentation. Escalate until stable row or capacity boundary. Assigned by full_factorial_parallel_probe_plan from logical node node001 to physical node node005.,required,"1,2,4,8,13,14",q00_low_cpu_low_gpu,same_workload_to_capacity_boundary,cpu,full_loaded,cpu_hpc_192c|q00_low_cpu_low_gpu|light_control_local|light|full_loaded|same_workload_to_capacity_boundary,light_progress_control,stable_windows>=5; min_rate_samples>=8; warmup_skip>=3; timeout_s>=1800,pending_probe,T0_core_curve,light,light_control_local
