assigned_node,assigned_node_bucket,assignment_lane_id,boundary_closed_profiles,equivalent_nodes,eta_source_required,family,hardware_group,legacy_limits_bypassed,logical_node,logical_node_bucket,measured_profiles,missing_profiles,node,node_bucket,notes,priority,profile_ladder,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,stable_gate,status,tier,workload_env,workload_key
jtl110cpu,jtl110cpu:cpu_jtl110_128c,cpu_jtl110_representative,,,tqdm/progress,light_control,cpu_jtl110_128c,true,jtl110cpu,jtl110cpu:cpu_jtl110_128c,,1,jtl110cpu,jtl110cpu:cpu_jtl110_128c,Low-resource control row for scheduler overhead and short-task fragmentation. Resident CPU pressure while measuring target marginal ETA. Assigned by full_factorial_parallel_probe_plan from logical node jtl110cpu to physical node jtl110cpu.,required,1,q00_low_cpu_low_gpu,cpu_worker_resident,cpu,cpu_resident,cpu_jtl110_128c|q00_low_cpu_low_gpu|light_control_local|light|cpu_resident|cpu_worker_resident,light_progress_control,stable_windows>=5; min_rate_samples>=8; warmup_skip>=3; timeout_s>=1800,pending_probe,T2_load_state,light,light_control_local
