eta_source_required,family,hardware_group,legacy_limits_bypassed,measured_profiles,missing_profiles,node,node_bucket,notes,priority,profile_ladder,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,stable_gate,status,tier,workload_env,workload_key
tqdm/progress,light_control,cpu_hpc_192c,true,,"1,2,4,8,13,14",node003,node003:cpu_hpc_192c,HPC equivalence/fabric fill row on a clean 192-core node; not a distinct production hardware class.,opportunistic,"1,2,4,8,13,14",q00_low_cpu_low_gpu,same_workload_to_capacity_boundary,cpu,full_loaded,hpc_equiv_fill|node003|light_control_local|full_loaded,light_progress_control,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T1_equivalence,light,light_control_local
